Employee ID,Age,Gender,Department,Job Role,Years At Company,Monthly Salary,Attrition
E1215,29,Female,Human Resources,Recruiter,35,154859,No
E0253,25,Female,sales,Sales Executive,26,103828,No
E0715,38,Male,Operations,Supervisor,20,127600,Yes
E1299,47,Unkown,sales,Sales Executive,14,52983,No
E0215,30,Male,HR,Recruiter,17,120380,No
E0876,40,Unkown,sales,Sales Executive,9,63556,No
E1338,53,Unkown,Finance,Financial Analyst,22,73576,No
E1283,45,Unkown,sales,Sales Executive,22,43312,No
E1180,32,Unkown,HR,Recruiter,8,92699,No
E2516,40,Unkown,Finance,Financial Analyst,15,84682,Yes
E0069,59,Female,Marketing,Marketing Executive,30,122554,Yes
E0896,26,Male,Human Resources,Recruiter,31,64966,No
E1224,33,Female,R&D,Scientist,32,159989,Yes
E0397,53,Male,Operations,Operations Executive,2,93070,No
E1064,49,Unkown,Operations,Supervisor,30,61615,No
E0065,52,Male,Human Resources,Recruiter,4,77397,No
E0855,55,Male,sales,Sales Executive,33,84163,Unknown
E1484,59,Female,Marketing,SEO Specialist,17,137986,No
E0364,27,Male,Finance,Financial Analyst,23,70652,No
E0129,57,Unkown,R&D,Research Analyst,22,109378,No
E0761,40,Male,Human Resources,Recruiter,8,30674,No
E0441,42,Male,Sales,Sales Executive,31,67986,No
E1449,56,Female,sales,Sales Executive,4,93600,No
E1044,27,Female,IT,Software Engineer,12,56930,No
E1307,38,Unkown,R&D,Research Analyst,29,56619,No
E0564,44,Male,R&D,Scientist,1,61245,No
E0703,31,Male,IT,Software Engineer,1,114981,No
E0243,30,Female,R&D,Research Analyst,34,28304,No
E0830,26,Female,R&D,Research Analyst,35,65793,No
E1376,52,Unkown,sales,Sales Executive,2,68646,No
E0360,38,Female,Sales,Sales Manager,8,32215,No
E0370,25,Unkown,Finance,Accountant,23,140779,No
E1222,50,Male,Marketing,SEO Specialist,34,50586,No
E0795,24,Female,IT,System Admin,31,80206,No
E1031,49,Unkown,R&D,Research Analyst,22,105231,No
E1129,22,Unkown,Marketing,SEO Specialist,32,157382,No
E1088,59,Unkown,Sales,Sales Executive,3,99660,No
E1411,37,Male,HR,Recruiter,8,109543,No
E0537,57,Female,Operations,Operations Executive,17,43728,No
E1008,44,Unkown,R&D,Research Analyst,1,115620,No
E1252,32,Female,Finance,Accountant,24,105772,No
E1416,58,Female,R&D,Scientist,11,69973,No
E0319,40,Female,sales,Sales Executive,23,116144,No
E1156,34,Unkown,Human Resources,Recruiter,15,91273,No
E0973,42,Male,Human Resources,Recruiter,13,109776,Yes
E0057,29,Unkown,IT,System Admin,32,54065,No
E0358,34,Female,Finance,Accountant,17,148845,No
E0511,27,Male,sales,Sales Executive,0,28956,Unknown
E1124,54,Male,sales,Sales Executive,16,93946,No
E1282,42,Unkown,Operations,Supervisor,9,89209,No
E0011,37,Female,Sales,Sales Manager,30,36658,No
E1329,39,Unkown,Marketing,Marketing Executive,0,41473,No
E0183,36,Unkown,Human Resources,Recruiter,7,129645,No
E1347,33,Female,Operations,Operations Executive,18,158586,No
E0628,59,Female,Human Resources,Recruiter,25,69417,No
E0947,22,Male,R&D,Scientist,7,37613,No
E0138,52,Female,Operations,Operations Executive,3,54548,No
E0866,34,Female,Finance,Accountant,24,52887,No
E0908,22,Male,Finance,Financial Analyst,3,141213,No
E1099,46,Female,Finance,Accountant,0,108537,No
E2567,40,Male,Sales,Sales Executive,1,121490,No
E0701,22,Male,Operations,Operations Executive,27,118089,No
E0718,45,Male,sales,Sales Executive,31,40617,Yes
E1211,54,Unkown,Human Resources,Recruiter,20,157595,No
E1073,54,Male,Human Resources,Recruiter,20,65863,No
E0126,47,Unkown,IT,System Admin,2,153276,No
E2573,43,Female,Finance,Financial Analyst,12,49556,No
E0879,31,Female,Sales,Sales Manager,12,93070,No
E1071,42,Male,Operations,Supervisor,16,143074,Yes
E0257,25,Unkown,Sales,Sales Manager,12,93070,No
E1442,23,Male,R&D,Scientist,10,91686,No
E0840,28,Unkown,Operations,Operations Executive,33,36353,Unknown
E1153,32,Female,Operations,Supervisor,10,116090,No
E0092,35,Male,Finance,Accountant,1,45283,No
E1253,52,Male,sales,Sales Executive,2,154199,Yes
E0017,22,Unkown,IT,Software Engineer,12,98320,No
E1108,55,Female,Marketing,Marketing Executive,25,149064,Yes
E1072,39,Unkown,Human Resources,Recruiter,20,28564,No
E0158,54,Female,Operations,Operations Executive,15,41822,No
E0884,60,Male,Marketing,Marketing Executive,23,157310,No
E0991,45,Unkown,R&D,Research Analyst,27,65747,Yes
E0659,54,Unkown,Operations,Operations Executive,7,119173,No
E0383,41,Female,Human Resources,Recruiter,9,45444,Yes
E2590,38,Female,IT,System Admin,21,142841,Yes
E1351,37,Female,Human Resources,Recruiter,9,33192,Yes
E0091,30,Unkown,Sales,Sales Manager,29,140203,Yes
E0675,26,Male,Finance,Accountant,24,45408,No
E0430,26,Female,Human Resources,Recruiter,21,32383,No
E0103,33,Female,Finance,Financial Analyst,16,91449,Yes
E1079,22,Female,Human Resources,Recruiter,10,134867,N
E1247,22,Male,Marketing,Marketing Executive,24,85424,No
E0458,51,Male,Human Resources,Recruiter,23,91884,Yes
E1013,55,Male,HR,Recruiter,15,73104,No
E0615,59,Male,sales,Sales Executive,33,71480,No
E0914,29,Male,R&D,Scientist,31,69167,Yes
E0485,32,Female,Sales,Sales Manager,7,106157,No
E0044,26,Unkown,Finance,Financial Analyst,16,59294,No
E0423,60,Unkown,Finance,Financial Analyst,15,83959,No
E0594,47,Unkown,HR,Recruiter,5,140316,No
E0039,21,Female,IT,System Admin,34,97012,No
E0589,55,Male,Sales,Sales Manager,11,135141,No
E0810,40,Male,Marketing,SEO Specialist,7,91314,No
E1050,23,Male,HR,HR Executive,8,118642,Yes
E0454,44,Male,Finance,Accountant,16,124555,No
E0818,48,Female,Operations,Operations Executive,6,90866,No
E1290,33,Unkown,Operations,Operations Executive,21,141533,No
E0161,51,Female,Sales,Sales Manager,23,91177,No
E1350,29,Male,Sales,Sales Executive,21,33859,Yes
E1103,45,Female,IT,System Admin,29,46528,No
E0475,36,Unkown,Human Resources,Recruiter,20,84940,No
E0097,52,Unkown,Marketing,SEO Specialist,23,124240,Yes
E0750,47,Unkown,Marketing,Marketing Executive,9,70178,No
E0789,27,Unkown,HR,Recruiter,9,60761,No
E1123,31,Male,Operations,Supervisor,21,106187,No
E0227,35,Male,Human Resources,Recruiter,5,95892,No
E0451,52,Male,Marketing,SEO Specialist,23,49644,N
E0877,23,Male,Finance,Accountant,27,47446,No
E1444,60,Unkown,R&D,Research Analyst,32,115834,No
E0382,33,Male,Finance,Accountant,22,77141,No
E0816,45,Male,R&D,Research Analyst,9,111976,No
E1226,45,Female,Marketing,Marketing Executive,11,58532,No
E1056,21,Male,Operations,Operations Executive,4,70514,No
E0649,25,Male,IT,System Admin,31,83305,No
E0322,28,Male,HR,Recruiter,17,53088,No
E0652,24,Unkown,R&D,Research Analyst,29,148913,Yes
E1475,39,Male,HR,Recruiter,27,75692,No
E0949,39,Unkown,Marketing,SEO Specialist,26,40027,No
E0443,23,Unkown,HR,Recruiter,2,158944,No
E0583,49,Unkown,Human Resources,Recruiter,2,30866,No
E0751,40,Female,sales,Sales Executive,29,56613,Yes
E1209,37,Unkown,Marketing,Marketing Executive,22,56523,No
E1011,51,Female,Human Resources,Recruiter,10,135108,No
E0874,33,Female,Operations,Supervisor,29,95005,Yes
E0714,25,Male,HR,HR Executive,26,64029,No
E0372,30,Female,HR,HR Executive,11,31366,No
E0398,54,Male,Sales,Sales Executive,12,59696,No
E1228,44,Female,Sales,Sales Executive,24,31943,No
E0189,51,Unkown,IT,System Admin,0,31303,No
E0922,30,Female,Human Resources,Recruiter,3,75082,Yes
E1359,40,Unkown,Operations,Operations Executive,12,93939,Yes
E1384,33,Male,Operations,Supervisor,32,122106,No
E1340,45,Female,Marketing,SEO Specialist,9,94833,No
E0123,27,Unkown,R&D,Research Analyst,1,95570,No
E0010,26,Unkown,HR,Recruiter,5,141560,No
E1280,40,Female,Marketing,SEO Specialist,18,93070,No
E0165,44,Male,R&D,Scientist,30,123040,No
E0805,46,Female,Finance,Accountant,5,131796,Yes
E1126,40,Female,HR,HR Executive,20,156400,No
E0232,21,Male,R&D,Scientist,27,79144,No
E0374,45,Female,Sales,Sales Manager,6,74519,Yes
E0572,49,Unkown,Finance,Financial Analyst,27,156738,No
E1349,59,Unkown,sales,Sales Executive,1,136759,Yes
E0727,40,Female,HR,Recruiter,19,37857,No
E0272,34,Female,Marketing,SEO Specialist,16,94623,Yes
E1269,24,Unkown,sales,Sales Executive,18,113897,No
E0240,47,Male,R&D,Scientist,29,51537,No
E0935,23,Female,Operations,Supervisor,18,82895,Yes
E0077,56,Female,Finance,Financial Analyst,33,41297,Yes
E0224,40,Female,Sales,Sales Executive,31,47484,No
E0663,26,Male,sales,Sales Executive,17,51815,Yes
E0643,24,Male,IT,Software Engineer,28,35983,Unknown
E0982,27,Female,sales,Sales Executive,10,114392,No
E0461,34,Female,Human Resources,Recruiter,16,71668,No
E0312,36,Unkown,Human Resources,Recruiter,16,141508,No
E1043,50,Female,Operations,Supervisor,2,132808,No
E0414,29,Male,IT,System Admin,32,97261,Yes
E1030,25,Female,Human Resources,Recruiter,6,62754,Unknown
E1179,33,Female,Human Resources,Recruiter,35,93070,No
E0281,56,Female,Sales,Sales Executive,28,133062,No
E0500,55,Female,Finance,Financial Analyst,25,102260,No
E0329,42,Female,HR,Recruiter,16,37886,Yes
E0001,47,Male,Sales,Sales Executive,17,56232,No
E0573,39,Female,IT,System Admin,18,63868,No
E0933,57,Unkown,Human Resources,Recruiter,17,121146,No
E0610,37,Unkown,Marketing,SEO Specialist,30,150233,No
E0742,22,Female,Operations,Operations Executive,1,127082,No
E1186,21,Male,Finance,Accountant,17,30525,No
E0340,59,Male,Human Resources,Recruiter,11,99333,No
E0494,39,Unkown,Operations,Supervisor,20,30946,No
E0782,50,Male,sales,Sales Executive,3,52216,N
E1121,46,Unkown,sales,Sales Executive,1,33503,No
E0928,59,Male,Marketing,Marketing Executive,0,113330,No
E0056,24,Unkown,Finance,Accountant,31,125635,No
E0351,40,Female,R&D,Scientist,5,141615,No
E0941,44,Female,Marketing,SEO Specialist,13,42229,Yes
E0772,60,Female,Marketing,SEO Specialist,21,116632,Yes
E0040,43,Female,Sales,Sales Executive,20,28861,Yes
E0523,25,Unkown,Human Resources,Recruiter,7,55511,Yes
E1378,60,Male,Finance,Financial Analyst,6,131063,Yes
E0305,40,Female,IT,Software Engineer,30,43742,No
E0216,38,Unkown,HR,HR Executive,32,133825,No
E0539,58,Female,HR,Recruiter,20,91163,N
E1317,52,Male,Sales,Sales Executive,12,82986,No
E1113,57,Female,Marketing,SEO Specialist,30,114857,No
E1494,52,Female,sales,Sales Executive,7,129948,No
E1361,36,Unkown,R&D,Research Analyst,17,93070,Yes
E0269,43,Unkown,Finance,Accountant,1,105155,No
E1063,42,Male,Marketing,Marketing Executive,8,65590,No
E0153,24,Female,Marketing,Marketing Executive,6,60139,No
E0080,28,Unkown,IT,System Admin,6,107337,No
E1330,29,Female,Finance,Financial Analyst,23,40894,No
E0845,41,Unkown,Operations,Operations Executive,28,44849,No
E0346,49,Female,Finance,Financial Analyst,10,147231,No
E0175,52,Unkown,Human Resources,Recruiter,19,29553,No
E1420,26,Male,Human Resources,Recruiter,0,143970,Yes
E1304,41,Male,Sales,Sales Executive,28,67672,Yes
E0025,35,Unkown,Operations,Operations Executive,2,149479,No
E0162,24,Female,Operations,Supervisor,1,100931,No
E1297,53,Male,Marketing,Marketing Executive,21,94416,No
E0695,36,Unkown,Sales,Sales Manager,19,127744,No
E0120,23,Unkown,sales,Sales Executive,23,104866,No
E1083,36,Unkown,sales,Sales Executive,5,66373,No
E0263,57,Female,Operations,Operations Executive,32,28843,No
E0571,47,Unkown,Finance,Accountant,26,54821,No
E1266,29,Male,Sales,Sales Executive,31,143290,Yes
E1193,28,Unkown,Human Resources,Recruiter,23,29194,No
E0082,40,Male,IT,System Admin,32,107296,N
E1257,42,Female,Operations,Supervisor,14,48821,No
E1353,25,Unkown,R&D,Scientist,21,99339,No
E1246,31,Female,Finance,Accountant,5,50126,No
E1464,54,Unkown,Sales,Sales Manager,10,85139,Yes
E0411,44,Female,Finance,Financial Analyst,22,59173,No
E0114,22,Unkown,Human Resources,Recruiter,33,56189,No
E1286,32,Male,R&D,Scientist,5,118045,No
E0436,54,Unkown,HR,Recruiter,18,93070,No
E0084,43,Unkown,sales,Sales Executive,23,60616,No
E0093,33,Female,Operations,Supervisor,33,83976,Unknown
E0302,48,Male,Finance,Financial Analyst,6,112859,No
E0020,50,Female,Sales,Sales Executive,23,138300,No
E0186,40,Male,sales,Sales Executive,20,64510,No
E0228,55,Unkown,IT,System Admin,19,93070,No
E1234,39,Male,HR,HR Executive,18,93070,No
E0334,52,Male,Finance,Financial Analyst,1,93228,No
E1256,55,Male,Human Resources,Recruiter,22,85778,No
E0509,23,Unkown,Operations,Operations Executive,2,70295,No
E0315,36,Female,Sales,Sales Executive,34,148097,No
E0791,40,Male,IT,System Admin,6,108317,No
E1385,35,Male,Sales,Sales Manager,30,39785,No
E0552,48,Unkown,IT,System Admin,4,69232,Unknown
E0672,21,Unkown,Operations,Supervisor,18,48645,No
E1263,35,Male,IT,System Admin,23,98419,No
E1162,59,Unkown,Operations,Supervisor,19,29743,No
E1335,35,Male,HR,Recruiter,18,57831,No
E1205,51,Female,Finance,Financial Analyst,1,46262,No
E0341,24,Unkown,sales,Sales Executive,28,110067,No
E1086,50,Male,IT,System Admin,12,70505,No
E0308,37,Male,Sales,Sales Manager,35,109392,Unknown
E0923,43,Unkown,R&D,Scientist,7,93070,No
E1183,33,Unkown,Human Resources,Recruiter,7,156401,Yes
E0018,51,Female,Human Resources,Recruiter,31,132426,No
E0068,42,Male,Operations,Supervisor,11,93070,No
E1325,40,Unkown,Human Resources,Recruiter,19,37286,No
E1300,35,Female,HR,Recruiter,35,44326,No
E0722,56,Female,R&D,Scientist,17,59432,No
E0113,36,Unkown,sales,Sales Executive,28,131579,No
E1383,39,Female,Operations,Supervisor,12,77738,No
E0726,50,Unkown,Marketing,SEO Specialist,21,70976,No
E0517,53,Unkown,sales,Sales Executive,3,69618,Unknown
E1463,22,Female,IT,System Admin,21,108930,No
E1127,48,Male,HR,HR Executive,27,106736,No
E0416,41,Male,Finance,Financial Analyst,30,34830,No
E0264,57,Male,HR,HR Executive,17,93070,No
E1392,45,Unkown,Finance,Financial Analyst,6,119072,No
E0847,33,Male,R&D,Research Analyst,19,96999,No
E0292,60,Female,R&D,Scientist,6,144665,No
E1288,35,Female,sales,Sales Executive,4,69535,No
E0252,23,Male,R&D,Scientist,27,74157,No
E0606,48,Male,Marketing,SEO Specialist,3,70473,No
E1354,54,Unkown,IT,Software Engineer,18,139885,Unknown
E1026,31,Male,R&D,Research Analyst,19,52392,No
E0381,47,Unkown,HR,HR Executive,30,40413,No
E1321,48,Unkown,Sales,Sales Executive,26,40979,No
E0968,35,Male,Human Resources,Recruiter,15,137129,No
E0368,44,Male,R&D,Research Analyst,31,102047,No
E0403,24,Female,R&D,Research Analyst,7,41222,No
E0679,35,Female,Marketing,Marketing Executive,4,152475,No
E1365,37,Female,sales,Sales Executive,18,56138,Yes
E1027,39,Male,Finance,Financial Analyst,18,74293,Yes
E2785,28,Male,IT,System Admin,17,119857,No
E0900,40,Male,Finance,Financial Analyst,13,83457,No
E0536,55,Unkown,IT,Software Engineer,35,103460,No
E0952,52,Unkown,Human Resources,Recruiter,9,38959,No
E0980,28,Unkown,Finance,Accountant,26,152858,No
E0497,44,Unkown,R&D,Scientist,35,89213,No
E1379,27,Female,sales,Sales Executive,26,58737,No
E0460,22,Unkown,Sales,Sales Manager,34,95370,No
E1309,30,Female,R&D,Scientist,19,37067,No
E0212,40,Unkown,Marketing,Marketing Executive,19,113133,Yes
E0938,26,Female,Marketing,SEO Specialist,10,29845,No
E0174,48,Unkown,sales,Sales Executive,23,142289,No
E1312,51,Female,sales,Sales Executive,35,131375,No
E0193,46,Male,R&D,Research Analyst,17,76649,No
E0143,25,Unkown,Marketing,SEO Specialist,34,93070,Yes
E1217,47,Female,sales,Sales Executive,1,115682,No
E0230,45,Unkown,Marketing,SEO Specialist,1,45904,No
E0570,23,Unkown,sales,Sales Executive,2,126575,No
E0759,46,Male,Operations,Supervisor,4,62208,No
E1242,34,Unkown,sales,Sales Executive,17,93070,No
E0598,57,Female,HR,Recruiter,9,154430,No
E0762,47,Unkown,Finance,Financial Analyst,2,99642,No
E0155,56,Male,Operations,Operations Executive,17,125809,No
E0885,28,Female,Sales,Sales Executive,3,147787,No
E1206,56,Male,Operations,Operations Executive,4,155418,No
E1019,46,Unkown,Human Resources,Recruiter,14,112981,No
E0075,60,Female,Finance,Financial Analyst,14,79428,Yes
E0809,35,Unkown,Finance,Accountant,9,143344,Unknown
E0415,42,Female,HR,Recruiter,16,93070,No
E1231,59,Female,sales,Sales Executive,34,156501,No
E2815,59,Male,HR,Recruiter,21,125561,No
E0641,54,Female,Human Resources,Recruiter,13,132347,No
E0234,27,Male,Sales,Sales Executive,25,34354,No
E0021,24,Male,R&D,Research Analyst,26,126391,Yes
E1403,51,Female,IT,Software Engineer,30,130156,No
E0030,25,Female,IT,System Admin,25,93070,No
E0804,33,Male,Marketing,Marketing Executive,23,117694,No
E0883,57,Male,HR,HR Executive,5,118324,No
E1055,57,Male,sales,Sales Executive,20,77909,No
E0291,40,Unkown,Operations,Operations Executive,21,136456,No
E0915,23,Male,HR,HR Executive,10,47158,No
E1277,38,Unkown,R&D,Scientist,23,50490,No
E1094,34,Female,Sales,Sales Manager,20,99074,No
E1112,59,Unkown,Finance,Financial Analyst,1,130790,No
E0115,38,Male,HR,HR Executive,8,92981,No
E1116,46,Male,Sales,Sales Executive,26,138127,No
E0466,28,Male,sales,Sales Executive,35,93070,No
E0890,42,Male,sales,Sales Executive,6,98595,No
E0168,37,Unkown,Operations,Supervisor,35,120854,Yes
E0408,22,Male,sales,Sales Executive,30,123564,No
E0321,43,Unkown,HR,Recruiter,21,73327,Yes
E1461,40,Male,HR,HR Executive,27,154625,No
E0898,60,Female,Sales,Sales Executive,0,122086,No
E1102,36,Unkown,sales,Sales Executive,25,108622,Yes
E0705,46,Female,Operations,Operations Executive,6,48073,No
E0921,34,Male,sales,Sales Executive,21,37067,Yes
E0567,45,Unkown,Marketing,SEO Specialist,12,88320,No
E0599,27,Unkown,Marketing,Marketing Executive,5,155644,No
E0258,37,Female,IT,System Admin,13,127614,No
E0256,39,Female,Sales,Sales Manager,13,144444,Yes
E0728,27,Male,Human Resources,Recruiter,21,55231,No
E0706,40,Unkown,Sales,Sales Executive,17,120955,No
E0988,25,Female,HR,HR Executive,35,74000,No
E0498,36,Female,Sales,Sales Manager,15,102405,Unknown
E0899,26,Male,sales,Sales Executive,31,104736,No
E0131,44,Male,IT,System Admin,17,70526,No
E0101,32,Male,R&D,Research Analyst,27,73808,No
E0172,51,Male,Operations,Operations Executive,6,106817,N
E0492,56,Female,R&D,Scientist,12,131879,No
E1455,46,Female,R&D,Research Analyst,31,125776,Yes
E0111,50,Unkown,Marketing,SEO Specialist,21,60197,No
E1225,46,Unkown,Finance,Accountant,18,152750,No
E1021,59,Male,sales,Sales Executive,31,111964,No
E1227,22,Female,Operations,Operations Executive,32,49520,No
E0713,53,Female,Finance,Financial Analyst,31,110814,Yes
E0828,38,Female,Sales,Sales Manager,16,108308,No
E1020,42,Female,Human Resources,Recruiter,15,155743,No
E1161,48,Female,IT,System Admin,18,55536,Yes
E0961,60,Unkown,Operations,Supervisor,19,77575,No
E0660,29,Unkown,Human Resources,Recruiter,1,121263,No
E0271,31,Female,Operations,Supervisor,28,54301,Yes
E0064,25,Unkown,Human Resources,Recruiter,22,81956,Yes
E0394,52,Unkown,R&D,Research Analyst,30,93768,No
E1095,42,Unkown,sales,Sales Executive,30,147741,Unknown
E0893,40,Female,Finance,Accountant,2,125741,No
E1296,21,Male,Human Resources,Recruiter,21,129961,Unknown
E2871,59,Female,Sales,Sales Manager,22,133057,No
E0779,31,Male,Human Resources,Recruiter,11,128629,No
E1185,42,Unkown,IT,System Admin,5,76660,No
E1301,24,Female,Finance,Accountant,21,115895,No
E0170,52,Unkown,sales,Sales Executive,7,145032,No
E0037,43,Male,Finance,Accountant,28,82093,No
E0244,40,Unkown,Operations,Operations Executive,29,101182,Yes
E0083,49,Male,Human Resources,Recruiter,1,65073,No
E1285,23,Unkown,HR,HR Executive,13,62154,No
E0946,22,Male,R&D,Research Analyst,8,76347,No
E0861,26,Unkown,IT,Software Engineer,23,47221,No
E0373,33,Unkown,Human Resources,Recruiter,17,49651,No
E1047,28,Male,HR,HR Executive,33,144254,Unknown
E1362,38,Female,Finance,Financial Analyst,2,120349,No
E1333,50,Female,R&D,Research Analyst,26,134870,Yes
E1171,45,Female,Operations,Operations Executive,13,79871,No
E0752,59,Male,IT,Software Engineer,26,92176,No
E0508,26,Male,Finance,Financial Analyst,25,76307,No
E1245,54,Male,R&D,Research Analyst,5,62115,No
E1038,43,Male,HR,Recruiter,22,138477,Yes
E1235,53,Unkown,Human Resources,Recruiter,2,88028,Yes
E0585,57,Unkown,Human Resources,Recruiter,6,114452,Yes
E2893,39,Unkown,Marketing,SEO Specialist,24,77825,No
E0178,25,Unkown,sales,Sales Executive,4,89174,Y
E0277,45,Unkown,sales,Sales Executive,31,113865,No
E0880,39,Unkown,Marketing,Marketing Executive,30,129763,Unknown
E0548,60,Male,HR,Recruiter,31,158257,No
E0720,60,Female,sales,Sales Executive,11,103644,No
E0477,31,Unkown,Human Resources,Recruiter,12,64621,No
E0226,33,Female,HR,HR Executive,28,80932,Yes
E0633,28,Unkown,Finance,Accountant,24,35429,No
E0217,47,Female,Sales,Sales Executive,24,156231,No
E1054,52,Unkown,Sales,Sales Executive,12,74499,No
E0838,22,Male,Operations,Operations Executive,10,103648,No
E0181,48,Female,R&D,Research Analyst,9,142003,No
E0919,53,Male,Marketing,Marketing Executive,29,50081,No
E0746,52,Unkown,HR,Recruiter,2,76155,Yes
E0902,55,Female,Sales,Sales Executive,34,129923,No
E1445,56,Male,Human Resources,Recruiter,35,87099,No
E0678,55,Unkown,R&D,Scientist,32,73508,No
E0639,51,Female,Human Resources,Recruiter,30,148517,No
E0045,21,Male,sales,Sales Executive,5,57686,No
E0265,42,Male,Human Resources,Recruiter,6,93070,No
E1089,31,Male,sales,Sales Executive,7,37609,No
E1465,35,Female,R&D,Scientist,22,35467,No
E1239,54,Female,Human Resources,Recruiter,14,38507,No
E1479,35,Unkown,Finance,Accountant,5,108143,No
E0897,56,Unkown,sales,Sales Executive,24,50397,No
E0851,56,Female,R&D,Research Analyst,10,155043,No
E0095,24,Unkown,HR,Recruiter,1,124978,Yes
E0176,58,Unkown,Operations,Operations Executive,16,37707,Yes
E0399,32,Unkown,Operations,Operations Executive,8,67736,Yes
E1197,44,Male,HR,Recruiter,18,67352,No
E0333,22,Unkown,HR,HR Executive,25,84457,No
E1057,40,Unkown,sales,Sales Executive,8,142455,No
E0032,35,Male,sales,Sales Executive,32,141928,Yes
E0745,33,Male,sales,Sales Executive,0,128227,No
E1260,40,Unkown,sales,Sales Executive,30,40609,No
E0375,59,Male,Finance,Accountant,24,41644,Yes
E1422,49,Unkown,Sales,Sales Executive,8,136433,No
E0409,50,Male,Human Resources,Recruiter,0,58116,No
E0686,48,Male,sales,Sales Executive,0,75396,No
E0419,29,Male,Finance,Accountant,35,100688,No
E1414,56,Unkown,R&D,Scientist,2,137191,No
E0145,26,Male,Human Resources,Recruiter,18,42302,No
E0266,42,Female,HR,HR Executive,34,104496,No
E2937,29,Unkown,Human Resources,Recruiter,23,85062,No
E0015,22,Unkown,Marketing,SEO Specialist,10,113159,Yes
E1119,24,Unkown,Finance,Financial Analyst,27,157686,Yes
E0529,46,Female,Marketing,SEO Specialist,28,90195,Unknown
E0392,58,Male,sales,Sales Executive,25,156109,No
E0854,55,Male,Operations,Operations Executive,10,76877,No
E0730,24,Unkown,Finance,Accountant,26,121869,No
E0802,22,Female,R&D,Research Analyst,20,62476,No
E0079,40,Unkown,Finance,Accountant,28,66340,No
E0604,22,Male,Operations,Operations Executive,28,28677,No
E0388,33,Female,Finance,Financial Analyst,12,75869,Yes
E0184,52,Unkown,sales,Sales Executive,17,87084,No
E1405,49,Male,sales,Sales Executive,0,96319,No
E0836,21,Unkown,IT,Software Engineer,9,103670,No
E0191,36,Male,R&D,Research Analyst,26,65463,No
E0365,47,Unkown,R&D,Scientist,30,150353,No
E0869,22,Male,Finance,Accountant,6,87322,Yes
E1160,50,Unkown,Finance,Financial Analyst,22,86387,No
E0246,44,Female,IT,Software Engineer,18,66144,Yes
E0882,45,Unkown,Sales,Sales Manager,16,73589,No
E0275,59,Male,HR,Recruiter,16,66605,No
E0148,47,Unkown,Sales,Sales Manager,24,146130,No
E1130,58,Female,Human Resources,Recruiter,6,98068,No
E0295,56,Male,Human Resources,Recruiter,32,53724,Yes
E0325,47,Unkown,R&D,Research Analyst,1,80476,No
E0771,22,Male,HR,HR Executive,18,119518,Yes
E0800,45,Female,IT,Software Engineer,24,86989,No
E0540,59,Female,Operations,Supervisor,35,144906,No
E0677,21,Male,Sales,Sales Executive,28,81364,No
E1135,41,Male,Finance,Accountant,7,99591,No
E0901,47,Female,Human Resources,Recruiter,0,75351,No
E0769,25,Male,Human Resources,Recruiter,20,117151,Yes
E0006,37,Unkown,HR,Recruiter,10,115792,Yes
E0975,21,Female,Operations,Operations Executive,10,29865,No
E1169,41,Female,Operations,Operations Executive,28,158194,Yes
E0104,31,Female,Operations,Operations Executive,31,153508,No
E0211,53,Male,HR,HR Executive,35,90524,Yes
E1471,37,Unkown,Operations,Supervisor,2,46579,No
E0042,56,Unkown,Marketing,Marketing Executive,34,70822,Yes
,,,,,,93070,Unknown
,,,,,,93070,Unknown
,,,,,,93070,Unknown
,,,,,,93070,Unknown
,,,,,,93070,Unknown
,,,,,,93070,Unknown
,,,,,,93070,Unknown
,,,,,,93070,Unknown
,,,,,,93070,Unknown
,,,,,,93070,Unknown
,,,,,,93070,Unknown
,,,,,,93070,Unknown
,,,,,,93070,Unknown
,,,,,,93070,Unknown
,,,,,,93070,Unknown
,,,,,,93070,Unknown
,,,,,,93070,Unknown
,,,,,,93070,Unknown
,,,,,,93070,Unknown
,,,,,,93070,Unknown
,,,,,,93070,Unknown
,,,,,,93070,Unknown
,,,,,,93070,Unknown
,,,,,,93070,Unknown
,,,,,,93070,Unknown
